Orthogroup	Boltonia_decurrens_hap1_1.0_CDS	Arabidopsis_thaliana_GCF_000001735.4_CDS
OG0002603	g13070.t1, g6678.t1, g30242.t1	lcl|NC_003075.7_cds_NP_567409.1_31801, lcl|NC_003075.7_cds_NP_001190720.1_31802
OG0002605	g13420.t1	lcl|NC_003075.7_cds_NP_001078388.1_31943, lcl|NC_003075.7_cds_NP_001329677.1_31944, lcl|NC_003075.7_cds_NP_849380.1_31946, lcl|NC_003075.7_cds_NP_193171.2_31945
OG0002606	g15119.t1, g16905.t1, g30571.t1, g12627.t1	lcl|NC_003075.7_cds_NP_193232.1_32105
OG0002609	g22514.t1	lcl|NC_003075.7_cds_NP_001329006.1_32282, lcl|NC_003075.7_cds_NP_001329007.1_32283, lcl|NC_003075.7_cds_NP_001329005.1_32280, lcl|NC_003075.7_cds_NP_193292.3_32281
OG0002618	g31493.t1	lcl|NC_003075.7_cds_NP_193506.2_32749, lcl|NC_003076.8_cds_NP_001318750.1_44200, lcl|NC_003076.8_cds_NP_001330010.1_44201, lcl|NC_003076.8_cds_NP_199499.3_44202
OG0002619	g1867.t1	lcl|NC_003075.7_cds_NP_193570.1_32867, lcl|NC_003075.7_cds_NP_001329914.1_32866, lcl|NC_003075.7_cds_NP_001078406.1_32868, lcl|NC_003075.7_cds_NP_001329915.1_32869
OG0002625	g31507.t1	lcl|NC_003076.8_cds_NP_001154763.1_43871, lcl|NC_003076.8_cds_NP_001329973.1_43873, lcl|NC_003076.8_cds_NP_199332.2_43872, lcl|NC_003075.7_cds_NP_193695.2_33110
OG0002633	g31228.t1	lcl|NC_003075.7_cds_NP_001328267.1_33885, lcl|NC_003075.7_cds_NP_001031702.1_33883, lcl|NC_003075.7_cds_NP_194078.2_33882, lcl|NC_003075.7_cds_NP_974597.1_33884
OG0002638	g31945.t1	lcl|NC_003076.8_cds_NP_001330558.1_44799, lcl|NC_003076.8_cds_NP_001190503.1_44798, lcl|NC_003075.7_cds_NP_194194.2_34123, lcl|NC_003076.8_cds_NP_199813.2_44800
OG0002649	g20471.t1	lcl|NC_003076.8_cds_NP_200475.1_46006, lcl|NC_003076.8_cds_NP_001332424.1_46007, lcl|NC_003075.7_cds_NP_001190844.1_34455, lcl|NC_003075.7_cds_NP_194356.2_34456
OG0002653	g13804.t1	lcl|NC_003075.7_cds_NP_194529.4_34800, lcl|NC_003076.8_cds_NP_001078747.1_45310, lcl|NC_003075.7_cds_NP_001328776.1_34799, lcl|NC_003075.7_cds_NP_001328775.1_34801
OG0002656	g28580.t1, g27304.t1	lcl|NC_003076.8_cds_NP_200635.1_46311, lcl|NC_003075.7_cds_NP_567813.1_34920, lcl|NC_003075.7_cds_NP_194591.1_34919
OG0002657	g21191.t1, g16052.t1	lcl|NC_003075.7_cds_NP_001328167.1_35214, lcl|NC_003075.7_cds_NP_194750.1_35216, lcl|NC_003075.7_cds_NP_849472.2_35215
OG0002659	g35486.t1, g3277.t1, g3277.t2, g35485.t1	lcl|NC_003075.7_cds_NP_194801.4_35293
OG0002660	g12166.t1	lcl|NC_003075.7_cds_NP_001190885.1_35572, lcl|NC_003075.7_cds_NP_849483.1_35571, lcl|NC_003075.7_cds_NP_194927.1_35570, lcl|NC_003075.7_cds_NP_001031767.1_35569
OG0002663	g27967.t1, g27965.t1	lcl|NC_003075.7_cds_NP_195033.1_35817, lcl|NC_003076.8_cds_NP_195753.1_37214, lcl|NC_003076.8_cds_NP_195752.1_37213
OG0002669	g8292.t1, g26206.t1	lcl|NC_003075.7_cds_NP_195212.1_36176, lcl|NC_003075.7_cds_NP_001031790.1_36177, lcl|NC_003075.7_cds_NP_001329737.1_36175
OG0002672	g19137.t1, g5438.t1, g4520.t1	lcl|NC_003075.7_cds_NP_195407.2_36570, lcl|NC_003076.8_cds_NP_201524.1_48074
OG0002674	g32320.t1, g674.t1	lcl|NC_003075.7_cds_NP_849517.1_36812, lcl|NC_003075.7_cds_NP_195537.2_36811, lcl|NC_003075.7_cds_NP_001190951.1_36810
OG0002676	g19453.t1	lcl|NC_003075.7_cds_NP_001031807.1_36861, lcl|NC_003075.7_cds_NP_001031808.1_36862, lcl|NC_003075.7_cds_NP_195563.1_36859, lcl|NC_003075.7_cds_NP_974707.1_36860
OG0002678	g8213.t1, g475.t1	lcl|NC_003075.7_cds_NP_195572.2_36884, lcl|NC_003075.7_cds_NP_001329354.1_36882, lcl|NC_003075.7_cds_NP_849567.2_36883
OG0002683	g29257.t1, g29258.t1	lcl|NC_003076.8_cds_NP_001031824.1_37555, lcl|NC_003076.8_cds_NP_851029.1_37553, lcl|NC_003076.8_cds_NP_568112.2_37554
OG0002686	g7094.t1, g30833.t1	lcl|NC_003076.8_cds_NP_680370.1_43057, lcl|NC_003076.8_cds_NP_568147.1_37894, lcl|NC_003076.8_cds_NP_001031836.1_37895
OG0002693	g25942.t1, g33416.t1, g11724.t1	lcl|NC_003076.8_cds_NP_196433.1_38508, lcl|NC_003076.8_cds_NP_850792.1_38507
OG0002695	g2185.t1, g2186.t1, g10850.t1, g19298.t1	lcl|NC_003076.8_cds_NP_680155.1_38620
OG0002700	g14124.t1	lcl|NC_003076.8_cds_NP_001331098.1_38974, lcl|NC_003076.8_cds_NP_196641.2_38972, lcl|NC_003076.8_cds_NP_568464.1_41459, lcl|NC_003076.8_cds_NP_001331099.1_38973
OG0002714	g5575.t1, g5577.t1	lcl|NC_003076.8_cds_NP_568328.1_39900, lcl|NC_003076.8_cds_NP_974787.1_39902, lcl|NC_003076.8_cds_NP_850828.1_39901
OG0002722	g3171.t1	lcl|NC_003076.8_cds_NP_001031910.1_40647, lcl|NC_003076.8_cds_NP_197525.1_40646, lcl|NC_003076.8_cds_NP_001190347.1_40645, lcl|NC_003076.8_cds_NP_851044.2_40648
OG0002736	g10817.t1	lcl|NC_003076.8_cds_NP_001331025.1_41606, lcl|NC_003076.8_cds_NP_001318653.1_41605, lcl|NC_003076.8_cds_NP_197969.2_41607, lcl|NC_003076.8_cds_NP_197971.1_41611
OG0002752	g17175.t1, g32710.t1	lcl|NC_003076.8_cds_NP_001331151.1_43086, lcl|NC_003076.8_cds_NP_198916.2_43084, lcl|NC_003076.8_cds_NP_001331152.1_43085
OG0002753	g32704.t1	lcl|NC_003076.8_cds_NP_001331237.1_43097, lcl|NC_003076.8_cds_NP_001331236.1_43096, lcl|NC_003076.8_cds_NP_001078687.1_43095, lcl|NC_003076.8_cds_NP_198922.1_43094
OG0002754	g31396.t1	lcl|NC_003076.8_cds_NP_001031991.1_43120, lcl|NC_003076.8_cds_NP_001330264.1_43119, lcl|NC_003076.8_cds_NP_001330263.1_43118, lcl|NC_003076.8_cds_NP_198931.1_43117
OG0002756	g23549.t1, g19669.t1, g25812.t1	lcl|NC_003076.8_cds_NP_568608.2_43362, lcl|NC_003076.8_cds_NP_001190451.1_43361
OG0002762	g1952.t1	lcl|NC_003076.8_cds_NP_974891.1_43987, lcl|NC_003076.8_cds_NP_001331801.1_43986, lcl|NC_003076.8_cds_NP_199383.1_43985, lcl|NC_003076.8_cds_NP_001331800.1_43984
OG0002763	g7613.t1	lcl|NC_003076.8_cds_NP_851139.1_44061, lcl|NC_003076.8_cds_NP_568657.1_44060, lcl|NC_003076.8_cds_NP_001330145.1_44062, lcl|NC_003076.8_cds_NP_001330146.1_44063
OG0002769	g14216.t1	lcl|NC_003076.8_cds_NP_001032042.1_44625, lcl|NC_003076.8_cds_NP_199714.2_44624, lcl|NC_003076.8_cds_NP_001190497.1_44623, lcl|NC_003076.8_cds_NP_199715.1_44626
OG0002773	g20201.t1	lcl|NC_003076.8_cds_NP_851163.1_44957, lcl|NC_003076.8_cds_NP_568745.1_44956, lcl|NC_003076.8_cds_NP_001331173.1_44959, lcl|NC_003076.8_cds_NP_001331172.1_44958
OG0002787	g27922.t1, g27922.t2, g30184.t1, g6504.t1	lcl|NC_003076.8_cds_NP_200650.1_46342
OG0002795	g9594.t1, g4098.t1, g4098.t2, g34001.t1	lcl|NC_003076.8_cds_NP_201037.1_47108
OG0002796	g33237.t1	lcl|NC_003076.8_cds_NP_201094.1_47198, lcl|NC_003076.8_cds_NP_001032127.2_47197, lcl|NC_003076.8_cds_NP_001078782.1_47200, lcl|NC_003076.8_cds_NP_851251.2_47199
OG0002798	g33122.t1, g20165.t1, g25379.t1	lcl|NC_003076.8_cds_NP_001331166.1_47313, lcl|NC_003076.8_cds_NP_201154.1_47314
OG0002801	g16049.t1	lcl|NC_003076.8_cds_NP_201354.5_47709, lcl|NC_003076.8_cds_NP_001318882.1_47708, lcl|NC_003076.8_cds_NP_001330268.1_47710, lcl|NC_003076.8_cds_NP_001330267.1_47711
OG0002804	g19090.t1	lcl|NC_003076.8_cds_NP_001330745.1_48012, lcl|NC_003076.8_cds_NP_201482.2_48009, lcl|NC_003076.8_cds_NP_001330744.1_48011, lcl|NC_003076.8_cds_NP_001330743.1_48010
OG0002805	g30740.t1	lcl|NC_003076.8_cds_NP_001332131.1_48069, lcl|NC_003076.8_cds_NP_001332132.1_48067, lcl|NC_003076.8_cds_NP_201519.1_48066, lcl|NC_003076.8_cds_NP_001332130.1_48068
OG0003065	g734.t1	lcl|NC_003075.7_cds_NP_001328883.1_30200, lcl|NC_003075.7_cds_NP_192138.1_30199, lcl|NC_003070.9_cds_NP_171779.1_362
OG0003070	g13486.t1	lcl|NC_003070.9_cds_NP_171847.4_522, lcl|NC_003075.7_cds_NP_567257.2_30394, lcl|NC_003075.7_cds_NP_567256.3_30393
OG0003072	g28755.t1	lcl|NC_003076.8_cds_NP_001330873.1_43658, lcl|NC_003076.8_cds_NP_199223.1_43659, lcl|NC_003070.9_cds_NP_563695.2_610
OG0003073	g28720.t1	lcl|NC_003070.9_cds_NP_001322077.1_647, lcl|NC_003070.9_cds_NP_171908.1_649, lcl|NC_003070.9_cds_NP_001184906.1_648
OG0003074	g7898.t1	lcl|NC_003076.8_cds_NP_199183.1_43564, lcl|NC_003070.9_cds_NP_171920.1_669, lcl|NC_003070.9_cds_NP_001322162.1_668
OG0003081	g14516.t1	lcl|NC_003070.9_cds_NP_001077462.1_839, lcl|NC_003070.9_cds_NP_001318925.1_840, lcl|NC_003071.7_cds_NP_180802.1_17173
OG0003093	g32040.t1, g1958.t1	lcl|NC_003070.9_cds_NP_001322002.1_1139, lcl|NC_003070.9_cds_NP_172136.2_1138
OG0003103	g9849.t1, g28465.t1	lcl|NC_003070.9_cds_NP_172217.1_1320, lcl|NC_003071.7_cds_NP_180517.1_16596
OG0003123	g31248.t2, g31248.t1	lcl|NC_003070.9_cds_NP_172366.3_1665, lcl|NC_003076.8_cds_NP_198973.3_43180
OG0003127	g28639.t1	lcl|NC_003070.9_cds_NP_001031199.1_8426, lcl|NC_003070.9_cds_NP_176030.1_8427, lcl|NC_003070.9_cds_NP_172392.1_1736
OG0003128	g25719.t1, g19595.t1	lcl|NC_003070.9_cds_NP_001321827.1_1771, lcl|NC_003070.9_cds_NP_172415.2_1772
OG0003134	g34000.t1	lcl|NC_003071.7_cds_NP_180683.1_16938, lcl|NC_003070.9_cds_NP_176125.1_8623, lcl|NC_003070.9_cds_NP_172465.1_1886
OG0003148	g2423.t1, g15429.t1	lcl|NC_003070.9_cds_NP_176289.7_8925, lcl|NC_003070.9_cds_NP_172562.2_2099
OG0003156	g24923.t1	lcl|NC_003070.9_cds_NP_001323381.1_2280, lcl|NC_003070.9_cds_NP_172647.2_2279, lcl|NC_003070.9_cds_NP_001184967.1_2278
OG0003158	g24929.t1	lcl|NC_003070.9_cds_NP_001318983.1_2291, lcl|NC_003070.9_cds_NP_172650.1_2292, lcl|NC_003070.9_cds_NP_849646.1_2293
OG0003174	g32400.t1	lcl|NC_003070.9_cds_NP_172889.1_2736, lcl|NC_003071.7_cds_NP_178383.1_12998, lcl|NC_003071.7_cds_NP_973403.1_12999
OG0003189	g25192.t1, g20350.t1	lcl|NC_003070.9_cds_NP_178146.1_12514, lcl|NC_003070.9_cds_NP_173003.1_2967
OG0003193	g15286.t1, g22539.t1	lcl|NC_003070.9_cds_NP_178182.1_12585, lcl|NC_003070.9_cds_NP_173037.1_3026
OG0003197	g32419.t1, g2305.t1	lcl|NC_003070.9_cds_NP_178023.2_12224, lcl|NC_003070.9_cds_NP_173113.2_3185
OG0003200	g2887.t1	lcl|NC_003070.9_cds_NP_564014.1_3277, lcl|NC_003070.9_cds_NP_001185019.1_3278, lcl|NC_003070.9_cds_NP_001322494.1_3276
OG0003204	g24972.t1	lcl|NC_003070.9_cds_NP_564034.1_3403, lcl|NC_003070.9_cds_NP_001031061.2_3402, lcl|NC_003070.9_cds_NP_001117302.1_3404
OG0003207	g9115.t1	lcl|NC_003070.9_cds_NP_177479.1_11226, lcl|NC_003070.9_cds_NP_001323262.1_3429, lcl|NC_003070.9_cds_NP_564041.2_3430
OG0003215	g20877.t2, g20877.t1	lcl|NC_003070.9_cds_NP_001319038.1_3598, lcl|NC_003070.9_cds_NP_176982.1_10314
OG0003218	g25714.t1	lcl|NC_003070.9_cds_NP_173355.3_3654, lcl|NC_003076.8_cds_NP_680184.1_40845, lcl|NC_003070.9_cds_NP_177631.1_11503
OG0003220	g25809.t1	lcl|NC_003074.8_cds_NP_190645.3_27293
OG0003220	g27775.t1	lcl|NC_003070.9_cds_NP_564077.1_3665
OG0003227	g7476.t1, g16735.t1, g32747.t1	lcl|NC_003070.9_cds_NP_173479.3_3876
OG0003238	g22488.t1	lcl|NC_003070.9_cds_NP_001323098.1_4152, lcl|NC_003070.9_cds_NP_173621.1_4153, lcl|NC_003070.9_cds_NP_564473.1_6390
OG0003253	g32359.t1	lcl|NC_003070.9_cds_NP_001117576.1_10646, lcl|NC_003070.9_cds_NP_564983.1_10645, lcl|NC_003070.9_cds_NP_173827.1_4549
OG0003254	g32360.t1	lcl|NC_003070.9_cds_NP_001321393.1_8766, lcl|NC_003070.9_cds_NP_176198.1_8765, lcl|NC_003070.9_cds_NP_173828.1_4550
OG0003258	g10767.t1	lcl|NC_003070.9_cds_NP_173927.1_4737, lcl|NC_003070.9_cds_NP_001185352.1_10435, lcl|NC_003070.9_cds_NP_564947.1_10434
OG0003277	g10.t1	lcl|NC_003070.9_cds_NP_174233.2_5324, lcl|NC_003070.9_cds_NP_849727.1_5325, lcl|NC_003070.9_cds_NP_001320501.1_5323
OG0003283	g24618.t1	lcl|NC_003070.9_cds_NP_174323.1_5481, lcl|NC_003070.9_cds_NP_001320924.1_5482, lcl|NC_003070.9_cds_NP_001031115.1_5483
OG0003300	g19514.t1	lcl|NC_003070.9_cds_NP_849744.1_5985, lcl|NC_003070.9_cds_NP_174599.1_5984, lcl|NC_003070.9_cds_NP_001321305.1_5986
OG0003316	g4093.t1, g7522.t1, g34355.t1	lcl|NC_003070.9_cds_NP_001319159.1_6458
OG0003319	g20217.t1	lcl|NC_003070.9_cds_NP_175008.1_6498
OG0003319	g26441.t1	lcl|NC_003075.7_cds_NP_194524.2_34786
OG0003338	g18105.t1	lcl|NC_003070.9_cds_NP_564534.1_7040, lcl|NC_003070.9_cds_NP_001031158.1_7042, lcl|NC_003070.9_cds_NP_001031157.1_7041
OG0003344	g25715.t1, g2658.t1	lcl|NC_003070.9_cds_NP_564554.1_7195, lcl|NC_003070.9_cds_NP_001185184.1_7196
OG0003345	g32793.t1	lcl|NC_003070.9_cds_NP_001323380.1_7266, lcl|NC_003070.9_cds_NP_564562.1_7265, lcl|NC_003070.9_cds_NP_001323379.1_7267
OG0003346	g34037.t1, g30507.t1	lcl|NC_003070.9_cds_NP_001319189.1_7273, lcl|NC_003070.9_cds_NP_001321239.1_7274
OG0003347	g7448.t1, g10364.t1	lcl|NC_003070.9_cds_NP_564563.1_7275, lcl|NC_003076.8_cds_NP_568604.1_43304
OG0003352	g12829.t1, g12829.t2, g4912.t1	lcl|NC_003070.9_cds_NP_564583.1_7403
OG0003354	g12823.t1, g26891.t1, g2121.t1	lcl|NC_003070.9_cds_NP_175533.1_7416
OG0003359	g3657.t1, g25093.t1	lcl|NC_003070.9_cds_NP_175589.1_7523, lcl|NC_003070.9_cds_NP_175587.1_7520
OG0003362	g20392.t1	lcl|NC_003074.8_cds_NP_188233.1_23253, lcl|NC_003074.8_cds_NP_001325583.1_23252, lcl|NC_003070.9_cds_NP_001154419.1_7609
OG0003364	g20371.t1	lcl|NC_003070.9_cds_NP_175651.1_7650, lcl|NC_003074.8_cds_NP_001189906.1_23212, lcl|NC_003074.8_cds_NP_188215.1_23211
OG0003375	g3628.t1	lcl|NC_003074.8_cds_NP_566470.1_22812, lcl|NC_003070.9_cds_NP_001031186.1_7998, lcl|NC_003070.9_cds_NP_564654.1_7997
OG0003381	g12797.t1	lcl|NC_003070.9_cds_NP_001322628.1_8153, lcl|NC_003070.9_cds_NP_001322629.1_8154, lcl|NC_003070.9_cds_NP_175907.2_8155
OG0003383	g4882.t1, g4883.t1	lcl|NC_003070.9_cds_NP_564684.1_8194, lcl|NC_003070.9_cds_NP_001320632.1_8195
OG0003394	g26016.t1, g26016.t2, g33339.t1	lcl|NC_003070.9_cds_NP_176083.2_8526
OG0003401	g221.t1, g7661.t1	lcl|NC_003070.9_cds_NP_564753.1_8786, lcl|NC_003070.9_cds_NP_001323128.1_8787
OG0003412	g32937.t1	lcl|NC_003075.7_cds_NP_194433.1_34606, lcl|NC_003070.9_cds_NP_176410.1_9200, lcl|NC_003071.7_cds_NP_179874.1_15347
OG0003414	g11116.t1	lcl|NC_003070.9_cds_NP_176457.1_9290, lcl|NC_003070.9_cds_NP_001319296.1_9289, lcl|NC_003074.8_cds_NP_191750.1_29429
OG0003419	g4027.t1	lcl|NC_003070.9_cds_NP_176575.1_9537, lcl|NC_003074.8_cds_NP_001078147.1_22799, lcl|NC_003074.8_cds_NP_566467.2_22800
OG0003423	g13127.t1	lcl|NC_003070.9_cds_NP_176622.1_9624, lcl|NC_003075.7_cds_NP_194116.1_33945, lcl|NC_003075.7_cds_NP_192841.1_31287
OG0003427	g31374.t1	lcl|NC_003070.9_cds_NP_001323423.1_9681, lcl|NC_003070.9_cds_NP_176652.3_9679, lcl|NC_003070.9_cds_NP_001077773.1_9680
OG0003428	g12919.t1	lcl|NC_003070.9_cds_NP_176654.1_9683, lcl|NC_003076.8_cds_NP_197479.1_40555, lcl|NC_003076.8_cds_NP_197478.1_40554
OG0003449	g11191.t1, g31877.t1	lcl|NC_003070.9_cds_NP_001154456.1_10197, lcl|NC_003070.9_cds_NP_176925.1_10196
OG0003451	g32289.t1	lcl|NC_003070.9_cds_NP_001320607.1_10286, lcl|NC_003070.9_cds_NP_176968.1_10285, lcl|NC_003070.9_cds_NP_001185349.1_10284
OG0003455	g20509.t1, g10749.t1, g2099.t1	lcl|NC_003070.9_cds_NP_177043.2_10418
OG0003461	g2310.t1, g11081.t1	lcl|NC_003070.9_cds_NP_177120.1_10571, lcl|NC_003074.8_cds_NP_189532.1_25663
OG0003463	g7654.t1, g7654.t2	lcl|NC_003076.8_cds_NP_196992.1_39677, lcl|NC_003070.9_cds_NP_177187.2_10683
OG0003467	g3583.t1, g2200.t1, g10887.t1	lcl|NC_003070.9_cds_NP_177257.3_10827
OG0003469	g15422.t1	lcl|NC_003070.9_cds_NP_001185370.1_10858, lcl|NC_003070.9_cds_NP_001323059.1_10857, lcl|NC_003070.9_cds_NP_177278.3_10859
OG0003479	g3444.t1, g21910.t1	lcl|NC_003070.9_cds_NP_001321871.1_11119, lcl|NC_003070.9_cds_NP_565048.1_11120
OG0003493	g16960.t1	lcl|NC_003070.9_cds_NP_177629.1_11497, lcl|NC_003070.9_cds_NP_849886.1_11498, lcl|NC_003070.9_cds_NP_849887.1_11499
OG0003494	g19974.t1	lcl|NC_003070.9_cds_NP_001185399.1_11500, lcl|NC_003070.9_cds_NP_565094.1_11501, lcl|NC_003074.8_cds_NP_190400.1_26853
OG0003510	g26515.t2, g26518.t1, g26515.t1	lcl|NC_003070.9_cds_NP_177929.1_12046
OG0003512	g3535.t1, g3530.t1	lcl|NC_003070.9_cds_NP_001031299.1_12188, lcl|NC_003070.9_cds_NP_178011.1_12187
OG0003520	g20297.t1	lcl|NC_003070.9_cds_NP_001319429.1_12550, lcl|NC_003070.9_cds_NP_178164.3_12549, lcl|NC_003070.9_cds_NP_849913.2_12551
OG0003526	g10642.t1	lcl|NC_003071.7_cds_NP_001323556.1_12829, lcl|NC_003071.7_cds_NP_178299.1_12828, lcl|NC_003071.7_cds_NP_001323555.1_12827
OG0003527	g30543.t1, g5827.t1, g5826.t1	lcl|NC_003071.7_cds_NP_178306.1_12843
OG0003528	g15558.t1	lcl|NC_003071.7_cds_NP_001323685.1_12939, lcl|NC_003071.7_cds_NP_001325418.1_12941, lcl|NC_003071.7_cds_NP_565286.1_12942
OG0003533	g29924.t1	lcl|NC_003071.7_cds_NP_973414.1_13193, lcl|NC_003076.8_cds_NP_200464.1_45988, lcl|NC_003076.8_cds_NP_001190555.1_45989
OG0003543	g1823.t1, g1822.t1	lcl|NC_003071.7_cds_NP_849940.1_13489, lcl|NC_003071.7_cds_NP_565331.1_13488
OG0003544	g3904.t1, g23638.t1	lcl|NC_003071.7_cds_NP_001324346.1_13528, lcl|NC_003071.7_cds_NP_565336.1_13527
OG0003545	g19329.t1, g19204.t1, g3402.t1	lcl|NC_003071.7_cds_NP_565338.1_13549
OG0003548	g11435.t1, g2360.t1	lcl|NC_003071.7_cds_NP_001189515.1_13572, lcl|NC_003071.7_cds_NP_178746.2_13571
OG0003552	g35718.t1, g35972.t1	lcl|NC_037304.1_cds_YP_009472097.2_48148, lcl|NC_003071.7_cds_NP_973438.1_13583
OG0003563	g6104.t2, g6104.t1, g1574.t1	lcl|NC_003071.7_cds_NP_849953.2_13844
OG0003582	g14563.t1, g32964.t1	lcl|NC_003071.7_cds_NP_179393.1_14461, lcl|NC_003075.7_cds_NP_195336.1_36459
OG0003584	g11749.t1, g13924.t1	lcl|NC_003071.7_cds_NP_179415.1_14499, lcl|NC_003074.8_cds_NP_190930.1_27829
OG0003595	g27393.t1, g28708.t1	lcl|NC_003071.7_cds_NP_179604.1_14796, lcl|NC_003075.7_cds_NP_194633.1_35012
OG0003599	g8686.t1, g30292.t1	lcl|NC_003075.7_cds_NP_194561.1_34861, lcl|NC_003071.7_cds_NP_179660.2_14917
OG0003611	g30678.t1, g12507.t1	lcl|NC_003071.7_cds_NP_001324818.1_15144, lcl|NC_003071.7_cds_NP_179764.4_15145
OG0003615	g5873.t1, g5869.t1, g5956.t1	lcl|NC_003071.7_cds_NP_565540.4_15279
OG0003618	g19121.t1, g5428.t1	lcl|NC_003071.7_cds_NP_001324816.1_15440, lcl|NC_003071.7_cds_NP_179919.1_15439
OG0003624	g21445.t1, g3238.t1	lcl|NC_003071.7_cds_NP_180009.2_15631, lcl|NC_003071.7_cds_NP_001324569.1_15630
OG0003643	g16311.t1, g16328.t1	lcl|NC_003071.7_cds_NP_565627.1_16064, lcl|NC_003071.7_cds_NP_850082.1_16065
OG0003644	g21611.t1	lcl|NC_003071.7_cds_NP_850084.1_16075, lcl|NC_003071.7_cds_NP_001324098.1_16076, lcl|NC_003071.7_cds_NP_001324099.1_16077
OG0003647	g3082.t2, g3082.t1, g3083.t1	lcl|NC_003071.7_cds_NP_180259.1_16122
OG0003655	g30479.t1, g12763.t1	lcl|NC_003071.7_cds_NP_001318302.1_16333, lcl|NC_003071.7_cds_NP_850111.1_16334
OG0003656	g294.t1, g4972.t1, g30449.t1	lcl|NC_003071.7_cds_NP_029426.1_16394
OG0003660	g28421.t1, g27019.t1	lcl|NC_003071.7_cds_NP_973556.1_16493, lcl|NC_003071.7_cds_NP_850128.1_16494
OG0003668	g2018.t1, g34657.t1, g10638.t1	lcl|NC_003071.7_cds_NP_180724.2_17012
OG0003681	g11299.t1, g8094.t1, g11695.t1	lcl|NC_003071.7_cds_NP_181048.1_17667
OG0003684	g24804.t1, g2560.t1	lcl|NC_003071.7_cds_NP_565811.2_17777, lcl|NC_003071.7_cds_NP_001325149.1_17778
OG0003691	g4737.t1, g12344.t1	lcl|NC_003071.7_cds_NP_181225.1_17988, lcl|NC_003071.7_cds_NP_001118458.1_17989
OG0003693	g4746.t1	lcl|NC_003071.7_cds_NP_001189693.1_18004, lcl|NC_003071.7_cds_NP_850273.1_18006, lcl|NC_003071.7_cds_NP_001318368.1_18005
OG0003697	g4400.t1, g9905.t1	lcl|NC_003071.7_cds_NP_973625.1_18143, lcl|NC_003071.7_cds_NP_565864.1_18142
OG0003704	g27801.t1	lcl|NC_003071.7_cds_NP_001323491.1_18335, lcl|NC_003071.7_cds_NP_001189702.1_18334, lcl|NC_003071.7_cds_NP_565893.1_18333
OG0003709	g9872.t1, g4354.t1	lcl|NC_003071.7_cds_NP_030521.1_18561, lcl|NC_003076.8_cds_NP_196224.1_38077
OG0003711	g4348.t1	lcl|NC_003071.7_cds_NP_001325272.1_18566, lcl|NC_003071.7_cds_NP_181507.1_18567, lcl|NC_003071.7_cds_NP_001189713.1_18568
OG0003715	g9840.t1	lcl|NC_003071.7_cds_NP_001323814.1_18639, lcl|NC_003071.7_cds_NP_181536.3_18637, lcl|NC_003071.7_cds_NP_001078028.1_18638
OG0003722	g4211.t1	lcl|NC_003071.7_cds_NP_973649.1_18705, lcl|NC_003071.7_cds_NP_001318389.1_18706, lcl|NC_003074.8_cds_NP_567036.1_28328
OG0003735	g28312.t1, g26941.t1	lcl|NC_003071.7_cds_NP_001324958.1_19040, lcl|NC_003071.7_cds_NP_181728.1_19039
OG0003741	g6316.t1	lcl|NC_003074.8_cds_NP_191467.1_28865, lcl|NC_003071.7_cds_NP_181826.1_19230, lcl|NC_003074.8_cds_NP_001030891.1_28866
OG0003748	g30132.t1	lcl|NC_003071.7_cds_NP_001078054.1_19470, lcl|NC_003071.7_cds_NP_181938.1_19469, lcl|NC_003074.8_cds_NP_191551.1_29031
OG0003751	g24039.t1	lcl|NC_003071.7_cds_NP_001318425.1_19587, lcl|NC_003071.7_cds_NP_850426.1_19589, lcl|NC_003071.7_cds_NP_001324885.1_19588
OG0003753	g1609.t1	lcl|NC_003071.7_cds_NP_182075.1_19715, lcl|NC_003071.7_cds_NP_850427.2_19604, lcl|NC_003071.7_cds_NP_001189747.1_19603
OG0003755	g24132.t1, g12043.t1	lcl|NC_003074.8_cds_NP_191622.1_29177, lcl|NC_003071.7_cds_NP_182041.1_19650
OG0003761	g24205.t1, g1629.t1	lcl|NC_003071.7_cds_NP_566051.1_19743, lcl|NC_003071.7_cds_NP_566052.1_19744
OG0003763	g11923.t1	lcl|NC_003071.7_cds_NP_182105.1_19766, lcl|NC_003074.8_cds_NP_974472.1_29288, lcl|NC_003074.8_cds_NP_191683.1_29287
OG0003777	g34075.t1	lcl|NC_003074.8_cds_NP_191562.1_29055, lcl|NC_003071.7_cds_NP_001325109.1_20050, lcl|NC_003071.7_cds_NP_850468.1_20049
OG0003778	g11377.t1	lcl|NC_003071.7_cds_NP_182239.1_20068, lcl|NC_003071.7_cds_NP_001324311.1_20067, lcl|NC_003071.7_cds_NP_001324310.1_20066
OG0003780	g23969.t1	lcl|NC_003071.7_cds_NP_001078075.1_20125, lcl|NC_003071.7_cds_NP_182273.1_20126, lcl|NC_003071.7_cds_NP_001324328.1_20124
OG0003782	g5469.t1	lcl|NC_003071.7_cds_NP_001189778.1_20239, lcl|NC_003071.7_cds_NP_001189777.1_20240, lcl|NC_003075.7_cds_NP_195467.1_36674
OG0003788	g25446.t1, g33167.t1	lcl|NC_003074.8_cds_NP_186814.1_20401, lcl|NC_003074.8_cds_NP_001325948.1_20400
OG0003790	g17154.t1	lcl|NC_003074.8_cds_NP_001189790.1_20428, lcl|NC_003074.8_cds_NP_186830.1_20427, lcl|NC_003074.8_cds_NP_001319444.1_20426
